instance,jobs,pivot,init,seed,pop,mut,tour,completion,time
./data/Benchmarks/ta055,50,genetic,srz,9,20,0.05,5,119328,153.568156
./data/Benchmarks/ta055,50,genetic,srz,8,20,0.05,5,118916,153.569461
./data/Benchmarks/ta054,50,genetic,srz,9,20,0.05,5,121652,153.625977
./data/Benchmarks/ta054,50,genetic,srz,10,20,0.05,5,121925,153.626242
./data/Benchmarks/ta056,50,genetic,srz,1,20,0.05,5,121546,153.619165
./data/Benchmarks/ta055,50,genetic,srz,4,20,0.05,5,119184,153.641554
./data/Benchmarks/ta056,50,genetic,srz,2,20,0.05,5,121564,153.651060
./data/Benchmarks/ta055,50,genetic,srz,10,20,0.05,5,119230,153.716143
./data/Benchmarks/ta055,50,genetic,srz,7,20,0.05,5,119242,153.731081
./data/Benchmarks/ta057,50,genetic,srz,10,20,0.05,5,123872,153.012013
./data/Benchmarks/ta057,50,genetic,srz,2,20,0.05,5,124188,153.062505
./data/Benchmarks/ta058,50,genetic,srz,1,20,0.05,5,123516,153.076311
./data/Benchmarks/ta057,50,genetic,srz,9,20,0.05,5,123855,153.172647
./data/Benchmarks/ta057,50,genetic,srz,4,20,0.05,5,124091,153.204584
./data/Benchmarks/ta056,50,genetic,srz,7,20,0.05,5,121400,153.248762
./data/Benchmarks/ta057,50,genetic,srz,6,20,0.05,5,123986,153.240473
./data/Benchmarks/ta056,50,genetic,srz,8,20,0.05,5,121540,153.296577
./data/Benchmarks/ta057,50,genetic,srz,3,20,0.05,5,123876,153.287453
./data/Benchmarks/ta057,50,genetic,srz,7,20,0.05,5,123650,153.332301
./data/Benchmarks/ta057,50,genetic,srz,1,20,0.05,5,123811,153.507380
./data/Benchmarks/ta057,50,genetic,srz,8,20,0.05,5,124071,153.536723
./data/Benchmarks/ta057,50,genetic,srz,5,20,0.05,5,123657,153.571427
./data/Benchmarks/ta058,50,genetic,srz,2,20,0.05,5,123530,153.608071
./data/Benchmarks/ta056,50,genetic,srz,5,20,0.05,5,121412,153.744880
./data/Benchmarks/ta056,50,genetic,srz,6,20,0.05,5,121605,153.746762
./data/Benchmarks/ta056,50,genetic,srz,10,20,0.05,5,121516,153.754844
./data/Benchmarks/ta056,50,genetic,srz,9,20,0.05,5,121699,153.799799
./data/Benchmarks/ta059,50,genetic,srz,4,20,0.05,5,122496,153.117429
./data/Benchmarks/ta059,50,genetic,srz,6,20,0.05,5,122554,153.232067
./data/Benchmarks/ta058,50,genetic,srz,9,20,0.05,5,123652,153.269906
./data/Benchmarks/ta058,50,genetic,srz,8,20,0.05,5,123677,153.322691
./data/Benchmarks/ta058,50,genetic,srz,10,20,0.05,5,123542,153.470053
./data/Benchmarks/ta058,50,genetic,srz,6,20,0.05,5,123749,153.486255
./data/Benchmarks/ta058,50,genetic,srz,4,20,0.05,5,123681,153.499980
./data/Benchmarks/ta058,50,genetic,srz,7,20,0.05,5,123751,153.598004
./data/Benchmarks/ta059,50,genetic,srz,2,20,0.05,5,122495,153.657973
./data/Benchmarks/ta058,50,genetic,srz,3,20,0.05,5,123412,153.718294
./data/Benchmarks/ta059,50,genetic,srz,3,20,0.05,5,122667,153.704209
./data/Benchmarks/ta058,50,genetic,srz,5,20,0.05,5,123294,153.735429
./data/Benchmarks/ta059,50,genetic,srz,8,20,0.05,5,122535,153.726921
./data/Benchmarks/ta059,50,genetic,srz,1,20,0.05,5,122729,153.751039
./data/Benchmarks/ta059,50,genetic,srz,7,20,0.05,5,122509,153.776341
./data/Benchmarks/ta059,50,genetic,srz,10,20,0.05,5,122844,153.789899
./data/Benchmarks/ta059,50,genetic,srz,5,20,0.05,5,122746,153.801110
./data/Benchmarks/ta059,50,genetic,srz,9,20,0.05,5,122621,153.895447
./data/Benchmarks/ta060,50,genetic,srz,7,20,0.05,5,125245,153.044510
./data/Benchmarks/ta060,50,genetic,srz,3,20,0.05,5,125168,153.241284
./data/Benchmarks/ta060,50,genetic,srz,2,20,0.05,5,124967,153.275845
./data/Benchmarks/ta060,50,genetic,srz,8,20,0.05,5,125021,153.282641
./data/Benchmarks/ta060,50,genetic,srz,5,20,0.05,5,125034,153.355298
./data/Benchmarks/ta060,50,genetic,srz,6,20,0.05,5,125237,153.586272
./data/Benchmarks/ta060,50,genetic,srz,4,20,0.05,5,125052,153.599541
./data/Benchmarks/ta060,50,genetic,srz,1,20,0.05,5,125374,153.612918
./data/Benchmarks/ta060,50,genetic,srz,10,20,0.05,5,125206,153.755108
./data/Benchmarks/ta060,50,genetic,srz,9,20,0.05,5,125249,153.762155
./data/Benchmarks/ta081,100,genetic,srz,3,100,0.2,5,371769,2729.071420
./data/Benchmarks/ta081,100,genetic,srz,2,100,0.2,5,371239,2739.494386
./data/Benchmarks/ta081,100,genetic,srz,7,100,0.2,5,372171,2741.603911
./data/Benchmarks/ta081,100,genetic,srz,6,100,0.2,5,372001,2752.821607
./data/Benchmarks/ta081,100,genetic,srz,8,100,0.2,5,372050,2754.244569
./data/Benchmarks/ta081,100,genetic,srz,4,100,0.2,5,371978,2760.004312
./data/Benchmarks/ta081,100,genetic,srz,5,100,0.2,5,371948,2770.371954
./data/Benchmarks/ta081,100,genetic,srz,1,100,0.2,5,372302,2785.614059
./data/Benchmarks/ta082,100,genetic,srz,1,100,0.2,5,378738,2729.872220
./data/Benchmarks/ta082,100,genetic,srz,4,100,0.2,5,377934,2736.288089
./data/Benchmarks/ta083,100,genetic,srz,5,100,0.2,5,375978,2739.091910
./data/Benchmarks/ta083,100,genetic,srz,6,100,0.2,5,375634,2739.840639
./data/Benchmarks/ta081,100,genetic,srz,9,100,0.2,5,372146,2741.049225
./data/Benchmarks/ta082,100,genetic,srz,7,100,0.2,5,379316,2741.980282
./data/Benchmarks/ta083,100,genetic,srz,2,100,0.2,5,375472,2742.052778
./data/Benchmarks/ta082,100,genetic,srz,9,100,0.2,5,379171,2742.365663
./data/Benchmarks/ta082,100,genetic,srz,10,100,0.2,5,378120,2743.573053
./data/Benchmarks/ta082,100,genetic,srz,2,100,0.2,5,379104,2744.904963
./data/Benchmarks/ta083,100,genetic,srz,1,100,0.2,5,375899,2747.012543
./data/Benchmarks/ta082,100,genetic,srz,6,100,0.2,5,379091,2748.550779
./data/Benchmarks/ta082,100,genetic,srz,5,100,0.2,5,379008,2752.212821
./data/Benchmarks/ta082,100,genetic,srz,3,100,0.2,5,379053,2753.127645
./data/Benchmarks/ta082,100,genetic,srz,8,100,0.2,5,379091,2754.476133
./data/Benchmarks/ta081,100,genetic,srz,10,100,0.2,5,372066,2756.025482
./data/Benchmarks/ta083,100,genetic,srz,3,100,0.2,5,375012,2768.917254
./data/Benchmarks/ta083,100,genetic,srz,4,100,0.2,5,376058,2772.774123
./data/Benchmarks/ta084,100,genetic,srz,5,100,0.2,5,379683,2736.563707
./data/Benchmarks/ta084,100,genetic,srz,9,100,0.2,5,379842,2739.526871
./data/Benchmarks/ta084,100,genetic,srz,10,100,0.2,5,377527,2740.498599
./data/Benchmarks/ta083,100,genetic,srz,9,100,0.2,5,375800,2740.695960
./data/Benchmarks/ta084,100,genetic,srz,4,100,0.2,5,379466,2741.279383
./data/Benchmarks/ta084,100,genetic,srz,7,100,0.2,5,379562,2752.626836
./data/Benchmarks/ta085,100,genetic,srz,4,100,0.2,5,374087,2753.770253
./data/Benchmarks/ta083,100,genetic,srz,10,100,0.2,5,375252,2754.866286
./data/Benchmarks/ta084,100,genetic,srz,8,100,0.2,5,380005,2755.883828
./data/Benchmarks/ta084,100,genetic,srz,3,100,0.2,5,378867,2760.751866
./data/Benchmarks/ta084,100,genetic,srz,2,100,0.2,5,379759,2763.798775
./data/Benchmarks/ta083,100,genetic,srz,8,100,0.2,5,375807,2771.235558
./data/Benchmarks/ta085,100,genetic,srz,1,100,0.2,5,375264,2772.536099
./data/Benchmarks/ta085,100,genetic,srz,3,100,0.2,5,374718,2774.520638
./data/Benchmarks/ta084,100,genetic,srz,6,100,0.2,5,379936,2781.195086
./data/Benchmarks/ta083,100,genetic,srz,7,100,0.2,5,375629,2782.716057
./data/Benchmarks/ta084,100,genetic,srz,1,100,0.2,5,379873,2786.707658
./data/Benchmarks/ta085,100,genetic,srz,2,100,0.2,5,374902,2796.088687
./data/Benchmarks/ta087,100,genetic,srz,1,100,0.2,5,378766,2727.921543
./data/Benchmarks/ta085,100,genetic,srz,7,100,0.2,5,373794,2729.235116
./data/Benchmarks/ta085,100,genetic,srz,5,100,0.2,5,374340,2731.317916
./data/Benchmarks/ta085,100,genetic,srz,8,100,0.2,5,375114,2735.750542
./data/Benchmarks/ta086,100,genetic,srz,4,100,0.2,5,378474,2736.891714
./data/Benchmarks/ta087,100,genetic,srz,2,100,0.2,5,379183,2742.360159
./data/Benchmarks/ta085,100,genetic,srz,10,100,0.2,5,374125,2743.149193
./data/Benchmarks/ta085,100,genetic,srz,9,100,0.2,5,375287,2748.366979
./data/Benchmarks/ta086,100,genetic,srz,3,100,0.2,5,378892,2750.210401
./data/Benchmarks/ta086,100,genetic,srz,6,100,0.2,5,378694,2753.289457
./data/Benchmarks/ta086,100,genetic,srz,10,100,0.2,5,377193,2757.560724
./data/Benchmarks/ta086,100,genetic,srz,9,100,0.2,5,377992,2770.248280
./data/Benchmarks/ta086,100,genetic,srz,5,100,0.2,5,379107,2771.817173
./data/Benchmarks/ta086,100,genetic,srz,1,100,0.2,5,379051,2773.059582
./data/Benchmarks/ta085,100,genetic,srz,6,100,0.2,5,375173,2775.994691
./data/Benchmarks/ta086,100,genetic,srz,2,100,0.2,5,377861,2778.503130
./data/Benchmarks/ta086,100,genetic,srz,8,100,0.2,5,377769,2779.302770
./data/Benchmarks/ta086,100,genetic,srz,7,100,0.2,5,378122,2783.481098
./data/Benchmarks/ta088,100,genetic,srz,7,100,0.2,5,391026,2730.529034
./data/Benchmarks/ta088,100,genetic,srz,3,100,0.2,5,391010,2730.880166
./data/Benchmarks/ta088,100,genetic,srz,9,100,0.2,5,390640,2731.786299
./data/Benchmarks/ta088,100,genetic,srz,10,100,0.2,5,391137,2734.807067
./data/Benchmarks/ta087,100,genetic,srz,3,100,0.2,5,380536,2740.094273
./data/Benchmarks/ta087,100,genetic,srz,9,100,0.2,5,379708,2746.792322
./data/Benchmarks/ta088,100,genetic,srz,1,100,0.2,5,390838,2749.019706
./data/Benchmarks/ta088,100,genetic,srz,2,100,0.2,5,391035,2753.311880
./data/Benchmarks/ta087,100,genetic,srz,8,100,0.2,5,380656,2754.031419
./data/Benchmarks/ta087,100,genetic,srz,7,100,0.2,5,379404,2755.288277
./data/Benchmarks/ta088,100,genetic,srz,8,100,0.2,5,391261,2755.325407
./data/Benchmarks/ta087,100,genetic,srz,5,100,0.2,5,380476,2761.867980
./data/Benchmarks/ta087,100,genetic,srz,10,100,0.2,5,379332,2766.073660
./data/Benchmarks/ta088,100,genetic,srz,6,100,0.2,5,391151,2774.378210
./data/Benchmarks/ta087,100,genetic,srz,6,100,0.2,5,380418,2774.637657
./data/Benchmarks/ta088,100,genetic,srz,4,100,0.2,5,390539,2780.683420
./data/Benchmarks/ta088,100,genetic,srz,5,100,0.2,5,390916,2787.281735
./data/Benchmarks/ta087,100,genetic,srz,4,100,0.2,5,379135,2787.673710
./data/Benchmarks/ta089,100,genetic,srz,7,100,0.2,5,381004,2735.713843
./data/Benchmarks/ta090,100,genetic,srz,2,100,0.2,5,385214,2740.291741
./data/Benchmarks/ta089,100,genetic,srz,4,100,0.2,5,379642,2742.139374
./data/Benchmarks/ta089,100,genetic,srz,2,100,0.2,5,380400,2749.688366
./data/Benchmarks/ta089,100,genetic,srz,9,100,0.2,5,380846,2751.463712
./data/Benchmarks/ta090,100,genetic,srz,4,100,0.2,5,385703,2755.930470
./data/Benchmarks/ta090,100,genetic,srz,6,100,0.2,5,385072,2756.553174
./data/Benchmarks/ta089,100,genetic,srz,5,100,0.2,5,380518,2756.602642
./data/Benchmarks/ta089,100,genetic,srz,10,100,0.2,5,380686,2760.688144
./data/Benchmarks/ta090,100,genetic,srz,5,100,0.2,5,384916,2762.263862
./data/Benchmarks/ta089,100,genetic,srz,3,100,0.2,5,381318,2763.167763
./data/Benchmarks/ta089,100,genetic,srz,1,100,0.2,5,380788,2763.774256
./data/Benchmarks/ta090,100,genetic,srz,1,100,0.2,5,385268,2770.972854
./data/Benchmarks/ta089,100,genetic,srz,8,100,0.2,5,381095,2771.102176
./data/Benchmarks/ta090,100,genetic,srz,7,100,0.2,5,385297,2775.796097
./data/Benchmarks/ta089,100,genetic,srz,6,100,0.2,5,381093,2781.424161
./data/Benchmarks/ta090,100,genetic,srz,3,100,0.2,5,384433,2786.794470
./data/Benchmarks/ta090,100,genetic,srz,8,100,0.2,5,384901,2796.295253
./data/Benchmarks/ta090,100,genetic,srz,9,100,0.2,5,384792,2785.567384
./data/Benchmarks/ta090,100,genetic,srz,10,100,0.2,5,385281,2822.886613
./data/Benchmarks/ta101,200,genetic,srz,2,100,0.2,5,1248443,9218.305174
./data/Benchmarks/ta102,200,genetic,srz,3,100,0.2,5,1261899,9525.503102
./data/Benchmarks/ta105,200,genetic,srz,3,100,0.2,5,1240840,9555.100188
./data/Benchmarks/ta101,200,genetic,srz,1,100,0.2,5,1248914,9556.770963
./data/Benchmarks/ta103,200,genetic,srz,3,100,0.2,5,1284688,9588.894821
./data/Benchmarks/ta104,200,genetic,srz,3,100,0.2,5,1256237,9628.041916
./data/Benchmarks/ta105,200,genetic,srz,1,100,0.2,5,1243814,9654.102424
./data/Benchmarks/ta101,200,genetic,srz,3,100,0.2,5,1249813,9654.974034
./data/Benchmarks/ta104,200,genetic,srz,2,100,0.2,5,1255341,9667.388726
./data/Benchmarks/ta105,200,genetic,srz,2,100,0.2,5,1241441,9685.070009
./data/Benchmarks/ta102,200,genetic,srz,2,100,0.2,5,1261910,9730.353013
./data/Benchmarks/ta103,200,genetic,srz,2,100,0.2,5,1284242,9733.468110
./data/Benchmarks/ta104,200,genetic,srz,1,100,0.2,5,1254716,9766.497007
./data/Benchmarks/ta103,200,genetic,srz,1,100,0.2,5,1287909,9792.535674
./data/Benchmarks/ta102,200,genetic,srz,1,100,0.2,5,1261080,9907.887150
./data/Benchmarks/ta106,200,genetic,srz,1,100,0.2,5,1245695,10062.525536
./data/Benchmarks/ta106,200,genetic,srz,2,100,0.2,5,1245573,9231.647820
./data/Benchmarks/ta107,200,genetic,srz,1,100,0.2,5,1263284,9436.416280
./data/Benchmarks/ta107,200,genetic,srz,2,100,0.2,5,1261453,9456.119878
./data/Benchmarks/ta106,200,genetic,srz,3,100,0.2,5,1250267,9573.936256
./data/Benchmarks/ta107,200,genetic,srz,3,100,0.2,5,1261219,9662.645287
./data/Benchmarks/ta110,200,genetic,srz,1,100,0.2,5,1268453,9803.946255
./data/Benchmarks/ta110,200,genetic,srz,2,100,0.2,5,1266809,9988.716322
./data/Benchmarks/ta110,200,genetic,srz,3,100,0.2,5,1270373,10000.077255
./data/Benchmarks/ta109,200,genetic,srz,2,100,0.2,5,1247007,10008.725358
./data/Benchmarks/ta108,200,genetic,srz,2,100,0.2,5,1257519,10118.749598
./data/Benchmarks/ta108,200,genetic,srz,3,100,0.2,5,1262221,10146.168268
./data/Benchmarks/ta109,200,genetic,srz,1,100,0.2,5,1252393,10234.155047
./data/Benchmarks/ta109,200,genetic,srz,3,100,0.2,5,1253801,10253.338259
./data/Benchmarks/ta108,200,genetic,srz,1,100,0.2,5,1261542,10270.141247
