instance,jobs,pivot,init,seed,pop,mut,tour,completion,time
data/Benchmarks/ta051,50,genetic,srz,3,20,0.4,3,127139,153.106970
data/Benchmarks/ta051,50,genetic,srz,3,20,0.4,5,126947,153.157424
data/Benchmarks/ta051,50,genetic,srz,2,20,0.4,3,127138,153.235140
data/Benchmarks/ta051,50,genetic,srz,2,20,0.2,3,127125,153.289385
data/Benchmarks/ta051,50,genetic,srz,3,20,0.2,3,127299,153.302130
data/Benchmarks/ta051,50,genetic,srz,1,20,0.2,3,127152,153.305357
data/Benchmarks/ta051,50,genetic,srz,2,20,0.4,5,126911,153.352858
data/Benchmarks/ta051,50,genetic,srz,2,20,0.4,2,127078,153.430889
data/Benchmarks/ta051,50,genetic,srz,3,20,0.2,5,127401,153.435288
data/Benchmarks/ta051,50,genetic,srz,1,20,0.2,2,127431,153.458642
data/Benchmarks/ta051,50,genetic,srz,1,20,0.4,2,127338,153.533156
data/Benchmarks/ta051,50,genetic,srz,3,20,0.2,2,127283,153.534690
data/Benchmarks/ta051,50,genetic,srz,1,20,0.2,5,127061,153.654889
data/Benchmarks/ta051,50,genetic,srz,1,20,0.4,3,127248,153.828523
data/Benchmarks/ta051,50,genetic,srz,2,20,0.2,5,126970,153.838265
data/Benchmarks/ta051,50,genetic,srz,3,50,0.05,2,127105,153.090151
data/Benchmarks/ta051,50,genetic,srz,2,50,0.05,5,126947,153.430480
data/Benchmarks/ta051,50,genetic,srz,3,50,0.05,3,127209,153.541476
data/Benchmarks/ta051,50,genetic,srz,3,50,0.05,5,127048,153.591268
data/Benchmarks/ta051,50,genetic,srz,2,50,0.05,2,127122,153.610281
data/Benchmarks/ta051,50,genetic,srz,1,50,0.1,3,127232,153.702084
data/Benchmarks/ta051,50,genetic,srz,3,50,0.1,3,127425,153.763337
data/Benchmarks/ta051,50,genetic,srz,1,50,0.05,3,127221,153.765965
data/Benchmarks/ta051,50,genetic,srz,1,50,0.1,2,127223,153.817500
data/Benchmarks/ta051,50,genetic,srz,2,50,0.1,3,127155,153.941450
data/Benchmarks/ta051,50,genetic,srz,2,50,0.1,2,127152,154.060388
data/Benchmarks/ta051,50,genetic,srz,2,50,0.05,3,127423,154.110201
data/Benchmarks/ta051,50,genetic,srz,1,50,0.1,5,126737,154.146841
data/Benchmarks/ta051,50,genetic,srz,3,50,0.1,2,126984,154.189093
data/Benchmarks/ta051,50,genetic,srz,2,50,0.1,5,126866,154.370506
data/Benchmarks/ta051,50,genetic,srz,1,50,0.05,5,127101,154.422316
data/Benchmarks/ta051,50,genetic,srz,3,50,0.1,5,127128,154.429916
data/Benchmarks/ta051,50,genetic,srz,1,50,0.05,2,126592,154.467167
data/Benchmarks/ta051,50,genetic,srz,1,50,0.4,2,126768,153.271884
data/Benchmarks/ta051,50,genetic,srz,3,50,0.4,2,127119,153.501965
data/Benchmarks/ta051,50,genetic,srz,2,50,0.4,2,127322,153.533670
data/Benchmarks/ta051,50,genetic,srz,1,50,0.2,2,127268,153.606926
data/Benchmarks/ta051,50,genetic,srz,2,50,0.2,2,126841,153.673667
data/Benchmarks/ta051,50,genetic,srz,2,50,0.2,3,127224,154.033756
data/Benchmarks/ta051,50,genetic,srz,3,50,0.2,5,127093,154.145349
data/Benchmarks/ta051,50,genetic,srz,3,50,0.2,2,127300,154.242352
data/Benchmarks/ta051,50,genetic,srz,1,50,0.4,3,126823,154.365479
data/Benchmarks/ta051,50,genetic,srz,2,50,0.4,3,127022,154.455482
data/Benchmarks/ta051,50,genetic,srz,2,50,0.2,5,126681,154.557070
data/Benchmarks/ta051,50,genetic,srz,1,50,0.4,5,127090,154.725890
data/Benchmarks/ta051,50,genetic,srz,1,50,0.2,3,126972,154.746791
data/Benchmarks/ta051,50,genetic,srz,3,50,0.4,3,127095,154.756608
data/Benchmarks/ta051,50,genetic,srz,3,50,0.4,5,126869,154.767270
data/Benchmarks/ta051,50,genetic,srz,1,50,0.2,5,126979,154.772639
data/Benchmarks/ta051,50,genetic,srz,3,50,0.2,3,126929,154.852519
data/Benchmarks/ta051,50,genetic,srz,2,50,0.4,5,126623,154.956469
data/Benchmarks/ta051,50,genetic,srz,1,100,0.1,2,127294,153.144679
data/Benchmarks/ta051,50,genetic,srz,2,100,0.1,2,127199,153.408688
data/Benchmarks/ta051,50,genetic,srz,1,100,0.1,3,127223,153.624255
data/Benchmarks/ta051,50,genetic,srz,2,100,0.05,5,127001,153.720177
data/Benchmarks/ta051,50,genetic,srz,3,100,0.05,3,127202,154.025512
data/Benchmarks/ta051,50,genetic,srz,2,100,0.1,5,126910,154.409167
data/Benchmarks/ta051,50,genetic,srz,3,100,0.1,5,127208,154.682214
data/Benchmarks/ta051,50,genetic,srz,2,100,0.05,3,126919,154.995162
data/Benchmarks/ta051,50,genetic,srz,1,100,0.1,5,127059,155.479838
data/Benchmarks/ta051,50,genetic,srz,2,100,0.1,3,126854,155.564869
data/Benchmarks/ta051,50,genetic,srz,2,100,0.05,2,126993,155.755527
data/Benchmarks/ta051,50,genetic,srz,3,100,0.05,5,127047,155.779720
data/Benchmarks/ta051,50,genetic,srz,3,100,0.1,2,127404,155.892833
data/Benchmarks/ta051,50,genetic,srz,3,100,0.1,3,127223,156.144409
data/Benchmarks/ta051,50,genetic,srz,1,100,0.05,2,127361,156.418637
data/Benchmarks/ta051,50,genetic,srz,3,100,0.05,2,127010,156.470953
data/Benchmarks/ta051,50,genetic,srz,1,100,0.05,3,127241,156.538135
data/Benchmarks/ta051,50,genetic,srz,1,100,0.05,5,126911,156.805733
data/Benchmarks/ta051,50,genetic,srz,1,100,0.2,2,127356,153.173030
data/Benchmarks/ta051,50,genetic,srz,1,100,0.2,3,127220,153.420560
data/Benchmarks/ta051,50,genetic,srz,3,100,0.2,3,127442,153.493901
data/Benchmarks/ta051,50,genetic,srz,3,100,0.4,5,126907,154.237388
data/Benchmarks/ta051,50,genetic,srz,3,100,0.4,2,127131,155.084951
data/Benchmarks/ta051,50,genetic,srz,2,100,0.2,5,127272,155.231760
data/Benchmarks/ta051,50,genetic,srz,3,100,0.2,2,127075,155.276965
data/Benchmarks/ta051,50,genetic,srz,3,100,0.2,5,126726,155.335489
data/Benchmarks/ta051,50,genetic,srz,1,100,0.2,5,127008,155.516972
data/Benchmarks/ta051,50,genetic,srz,1,100,0.4,5,126622,155.587076
data/Benchmarks/ta051,50,genetic,srz,1,100,0.4,3,126866,155.631266
data/Benchmarks/ta051,50,genetic,srz,2,100,0.4,2,126937,155.695734
data/Benchmarks/ta051,50,genetic,srz,3,100,0.4,3,127202,155.887467
data/Benchmarks/ta051,50,genetic,srz,2,100,0.2,3,126900,155.936557
data/Benchmarks/ta051,50,genetic,srz,2,100,0.2,2,127107,156.208470
data/Benchmarks/ta051,50,genetic,srz,2,100,0.4,5,127056,156.473395
data/Benchmarks/ta051,50,genetic,srz,2,100,0.4,3,126869,156.476084
data/Benchmarks/ta051,50,genetic,srz,1,100,0.4,2,127178,156.802630
data/Benchmarks/ta081,100,genetic,srz,1,20,0.1,3,371279,2725.771161
data/Benchmarks/ta081,100,genetic,srz,2,20,0.05,5,372100,2726.870708
data/Benchmarks/ta081,100,genetic,srz,1,20,0.05,5,370808,2727.120331
data/Benchmarks/ta081,100,genetic,srz,1,20,0.1,5,372239,2729.116675
data/Benchmarks/ta081,100,genetic,srz,1,20,0.05,3,372303,2729.872440
data/Benchmarks/ta081,100,genetic,srz,3,20,0.05,2,372884,2730.130198
data/Benchmarks/ta081,100,genetic,srz,2,20,0.1,5,372347,2730.241187
data/Benchmarks/ta081,100,genetic,srz,2,20,0.05,2,372400,2731.279738
data/Benchmarks/ta081,100,genetic,srz,2,20,0.05,3,371935,2732.061014
data/Benchmarks/ta081,100,genetic,srz,2,20,0.1,3,372652,2732.122923
data/Benchmarks/ta081,100,genetic,srz,2,20,0.1,2,371616,2732.504713
data/Benchmarks/ta081,100,genetic,srz,3,20,0.1,3,372732,2733.578800
data/Benchmarks/ta081,100,genetic,srz,3,20,0.05,5,371838,2733.640372
data/Benchmarks/ta081,100,genetic,srz,3,20,0.1,5,372918,2734.584298
data/Benchmarks/ta081,100,genetic,srz,3,20,0.05,3,372267,2735.826458
data/Benchmarks/ta081,100,genetic,srz,3,20,0.1,2,372297,2736.618291
data/Benchmarks/ta081,100,genetic,srz,1,20,0.1,2,372361,2737.019970
data/Benchmarks/ta081,100,genetic,srz,1,20,0.05,2,370635,2740.640997
data/Benchmarks/ta081,100,genetic,srz,1,20,0.4,3,371464,2726.013179
data/Benchmarks/ta081,100,genetic,srz,3,20,0.4,2,372925,2726.445657
data/Benchmarks/ta081,100,genetic,srz,2,20,0.2,2,371592,2727.218074
data/Benchmarks/ta081,100,genetic,srz,3,20,0.2,3,371637,2727.599782
data/Benchmarks/ta081,100,genetic,srz,1,20,0.2,5,371790,2728.437152
data/Benchmarks/ta081,100,genetic,srz,3,20,0.4,3,372706,2728.851164
data/Benchmarks/ta081,100,genetic,srz,3,20,0.2,2,373242,2729.898529
data/Benchmarks/ta081,100,genetic,srz,3,20,0.4,5,372641,2734.991393
data/Benchmarks/ta081,100,genetic,srz,1,20,0.4,2,372551,2735.148082
data/Benchmarks/ta081,100,genetic,srz,1,20,0.2,3,372560,2735.424403
data/Benchmarks/ta081,100,genetic,srz,3,20,0.2,5,372290,2735.970141
data/Benchmarks/ta081,100,genetic,srz,1,20,0.4,5,372293,2736.262167
data/Benchmarks/ta081,100,genetic,srz,2,20,0.4,3,372396,2736.375173
data/Benchmarks/ta081,100,genetic,srz,2,20,0.4,5,372327,2737.362840
data/Benchmarks/ta081,100,genetic,srz,2,20,0.2,5,372124,2737.522144
data/Benchmarks/ta081,100,genetic,srz,2,20,0.2,3,371895,2737.737739
data/Benchmarks/ta081,100,genetic,srz,1,20,0.2,2,372833,2738.306891
data/Benchmarks/ta081,100,genetic,srz,2,20,0.4,2,371634,2739.314777
data/Benchmarks/ta081,100,genetic,srz,3,50,0.05,3,372403,2731.192052
data/Benchmarks/ta081,100,genetic,srz,1,50,0.1,3,373042,2733.848967
data/Benchmarks/ta081,100,genetic,srz,1,50,0.1,2,372517,2735.326806
data/Benchmarks/ta081,100,genetic,srz,2,50,0.05,5,371380,2738.422065
data/Benchmarks/ta081,100,genetic,srz,2,50,0.1,5,371909,2742.600126
data/Benchmarks/ta081,100,genetic,srz,1,50,0.1,5,371744,2743.374371
data/Benchmarks/ta081,100,genetic,srz,2,50,0.1,2,371319,2744.645273
data/Benchmarks/ta081,100,genetic,srz,1,50,0.05,5,371949,2744.815650
data/Benchmarks/ta081,100,genetic,srz,1,50,0.05,3,372416,2749.661680
data/Benchmarks/ta081,100,genetic,srz,3,50,0.05,5,372278,2750.326948
data/Benchmarks/ta081,100,genetic,srz,3,50,0.1,3,371600,2750.803451
data/Benchmarks/ta081,100,genetic,srz,2,50,0.05,3,372418,2751.617526
data/Benchmarks/ta081,100,genetic,srz,3,50,0.05,2,373075,2752.947315
data/Benchmarks/ta081,100,genetic,srz,3,50,0.1,5,371774,2756.599983
data/Benchmarks/ta081,100,genetic,srz,2,50,0.05,2,372048,2757.545227
data/Benchmarks/ta081,100,genetic,srz,1,50,0.05,2,372507,2759.127337
data/Benchmarks/ta081,100,genetic,srz,2,50,0.1,3,371686,2760.317032
data/Benchmarks/ta081,100,genetic,srz,3,50,0.1,2,372939,2764.671698
data/Benchmarks/ta081,100,genetic,srz,2,50,0.4,5,371580,2727.069344
data/Benchmarks/ta081,100,genetic,srz,3,50,0.4,2,372690,2728.611592
data/Benchmarks/ta081,100,genetic,srz,3,50,0.4,3,372392,2729.361495
data/Benchmarks/ta081,100,genetic,srz,1,50,0.4,5,371669,2732.705547
data/Benchmarks/ta081,100,genetic,srz,1,50,0.2,2,372778,2732.747548
data/Benchmarks/ta081,100,genetic,srz,2,50,0.4,2,373090,2733.977804
data/Benchmarks/ta081,100,genetic,srz,3,50,0.2,5,372156,2735.484577
data/Benchmarks/ta081,100,genetic,srz,2,50,0.2,2,372924,2736.395479
data/Benchmarks/ta081,100,genetic,srz,3,50,0.2,3,371405,2739.539659
data/Benchmarks/ta081,100,genetic,srz,1,50,0.2,5,372359,2740.706530
data/Benchmarks/ta081,100,genetic,srz,3,50,0.4,5,372344,2741.512320
data/Benchmarks/ta081,100,genetic,srz,3,50,0.2,2,372414,2746.170492
data/Benchmarks/ta081,100,genetic,srz,1,50,0.4,2,372576,2755.286267
data/Benchmarks/ta081,100,genetic,srz,2,50,0.4,3,371868,2756.652188
data/Benchmarks/ta081,100,genetic,srz,1,50,0.2,3,372121,2757.139398
data/Benchmarks/ta081,100,genetic,srz,2,50,0.2,5,371924,2758.275699
data/Benchmarks/ta081,100,genetic,srz,1,50,0.4,3,372507,2760.523622
data/Benchmarks/ta081,100,genetic,srz,2,50,0.2,3,372665,2761.097253
data/Benchmarks/ta081,100,genetic,srz,3,100,0.1,5,372551,2727.106839
data/Benchmarks/ta081,100,genetic,srz,2,100,0.05,3,372698,2727.945501
data/Benchmarks/ta081,100,genetic,srz,3,100,0.1,2,373322,2729.248504
data/Benchmarks/ta081,100,genetic,srz,1,100,0.05,3,372232,2730.004221
data/Benchmarks/ta081,100,genetic,srz,1,100,0.1,2,372614,2731.184183
data/Benchmarks/ta081,100,genetic,srz,2,100,0.1,5,372201,2737.775133
data/Benchmarks/ta081,100,genetic,srz,3,100,0.05,2,372584,2751.955159
data/Benchmarks/ta081,100,genetic,srz,2,100,0.1,2,373384,2764.661193
data/Benchmarks/ta081,100,genetic,srz,3,100,0.05,3,372422,2769.886024
data/Benchmarks/ta081,100,genetic,srz,1,100,0.05,2,372617,2770.132592
data/Benchmarks/ta081,100,genetic,srz,2,100,0.1,3,372150,2776.255102
data/Benchmarks/ta081,100,genetic,srz,3,100,0.1,3,372295,2781.182702
data/Benchmarks/ta081,100,genetic,srz,1,100,0.05,5,372180,2782.334753
data/Benchmarks/ta081,100,genetic,srz,3,100,0.05,5,371895,2793.496561
data/Benchmarks/ta081,100,genetic,srz,2,100,0.05,2,373027,2794.660997
data/Benchmarks/ta081,100,genetic,srz,2,100,0.05,5,371738,2794.729234
data/Benchmarks/ta081,100,genetic,srz,1,100,0.1,3,372268,2795.495410
data/Benchmarks/ta081,100,genetic,srz,1,100,0.1,5,371578,2797.642525
data/Benchmarks/ta081,100,genetic,srz,2,100,0.2,2,372621,2734.923327
data/Benchmarks/ta081,100,genetic,srz,2,100,0.2,3,371412,2736.700106
data/Benchmarks/ta081,100,genetic,srz,2,100,0.4,2,373028,2737.414586
data/Benchmarks/ta081,100,genetic,srz,1,100,0.4,2,372881,2738.485456
data/Benchmarks/ta081,100,genetic,srz,1,100,0.2,3,371237,2745.055962
data/Benchmarks/ta081,100,genetic,srz,2,100,0.4,3,372334,2746.152124
data/Benchmarks/ta081,100,genetic,srz,3,100,0.4,3,371650,2748.660828
data/Benchmarks/ta081,100,genetic,srz,1,100,0.4,3,372660,2751.789722
data/Benchmarks/ta081,100,genetic,srz,3,100,0.2,3,371628,2754.146827
data/Benchmarks/ta081,100,genetic,srz,3,100,0.2,2,373501,2755.633561
data/Benchmarks/ta081,100,genetic,srz,1,100,0.4,5,372063,2760.883190
data/Benchmarks/ta081,100,genetic,srz,3,100,0.2,5,371954,2761.875020
data/Benchmarks/ta081,100,genetic,srz,2,100,0.2,5,370429,2764.325491
data/Benchmarks/ta081,100,genetic,srz,1,100,0.2,5,371592,2779.422389
data/Benchmarks/ta081,100,genetic,srz,3,100,0.4,5,371931,2780.004759
data/Benchmarks/ta081,100,genetic,srz,3,100,0.4,2,372810,2783.590505
data/Benchmarks/ta081,100,genetic,srz,1,100,0.2,2,371471,2785.622593
data/Benchmarks/ta081,100,genetic,srz,2,100,0.4,5,371301,2790.219691
data/Benchmarks/ta101,200,genetic,srz,2,20,0.1,5,1249464,9046.932642
data/Benchmarks/ta101,200,genetic,srz,2,20,0.1,3,1251931,9052.047192
data/Benchmarks/ta101,200,genetic,srz,2,20,0.1,2,1256907,9080.285986
data/Benchmarks/ta101,200,genetic,srz,3,20,0.1,5,1246650,9091.655982
data/Benchmarks/ta101,200,genetic,srz,1,20,0.1,5,1251540,9099.601330
data/Benchmarks/ta101,200,genetic,srz,3,20,0.05,5,1247375,9114.791216
data/Benchmarks/ta101,200,genetic,srz,2,20,0.05,2,1254610,9129.772735
data/Benchmarks/ta101,200,genetic,srz,1,20,0.05,3,1255006,9137.586956
data/Benchmarks/ta101,200,genetic,srz,1,20,0.05,5,1249280,9154.231380
data/Benchmarks/ta101,200,genetic,srz,1,20,0.1,3,1252108,9180.524882
data/Benchmarks/ta101,200,genetic,srz,2,20,0.05,5,1251668,9199.051942
data/Benchmarks/ta101,200,genetic,srz,3,20,0.05,3,1253871,9212.864681
data/Benchmarks/ta101,200,genetic,srz,1,20,0.1,2,1251790,9224.232605
data/Benchmarks/ta101,200,genetic,srz,3,20,0.1,2,1252846,9232.701550
data/Benchmarks/ta101,200,genetic,srz,3,20,0.1,3,1251550,9258.869525
data/Benchmarks/ta101,200,genetic,srz,2,20,0.05,3,1250162,9260.925055
data/Benchmarks/ta101,200,genetic,srz,1,20,0.05,2,1253533,9270.138439
data/Benchmarks/ta101,200,genetic,srz,3,20,0.05,2,1252286,9279.335369
data/Benchmarks/ta101,200,genetic,srz,1,20,0.2,5,1252354,8992.227646
data/Benchmarks/ta101,200,genetic,srz,3,20,0.2,3,1251601,9002.217352
data/Benchmarks/ta101,200,genetic,srz,1,20,0.4,5,1252618,9065.599045
data/Benchmarks/ta101,200,genetic,srz,1,20,0.2,2,1254714,9072.985117
data/Benchmarks/ta101,200,genetic,srz,2,20,0.4,5,1249333,9074.004884
data/Benchmarks/ta101,200,genetic,srz,2,20,0.2,2,1254830,9091.442936
data/Benchmarks/ta101,200,genetic,srz,1,20,0.4,2,1251785,9100.173485
data/Benchmarks/ta101,200,genetic,srz,3,20,0.4,5,1250462,9100.325952
data/Benchmarks/ta101,200,genetic,srz,2,20,0.4,2,1249958,9101.818612
data/Benchmarks/ta101,200,genetic,srz,1,20,0.2,3,1249637,9114.924481
data/Benchmarks/ta101,200,genetic,srz,3,20,0.2,5,1248083,9126.115064
data/Benchmarks/ta101,200,genetic,srz,3,20,0.4,3,1249910,9162.783927
data/Benchmarks/ta101,200,genetic,srz,2,20,0.2,3,1250266,9163.236601
data/Benchmarks/ta101,200,genetic,srz,3,20,0.2,2,1254062,9170.797528
data/Benchmarks/ta101,200,genetic,srz,3,20,0.4,2,1249068,9221.842957
data/Benchmarks/ta101,200,genetic,srz,1,20,0.4,3,1249338,9226.593192
data/Benchmarks/ta101,200,genetic,srz,2,20,0.2,5,1248930,9254.063711
data/Benchmarks/ta101,200,genetic,srz,2,20,0.4,3,1251305,9267.573628
data/Benchmarks/ta101,200,genetic,srz,3,50,0.05,2,1247543,9162.661389
data/Benchmarks/ta101,200,genetic,srz,1,50,0.05,2,1252816,9172.282142
data/Benchmarks/ta101,200,genetic,srz,2,50,0.05,3,1251515,9224.526577
data/Benchmarks/ta101,200,genetic,srz,1,50,0.05,5,1250533,9302.590522
data/Benchmarks/ta101,200,genetic,srz,2,50,0.05,5,1242806,9310.293602
data/Benchmarks/ta101,200,genetic,srz,2,50,0.05,2,1251936,9340.747920
data/Benchmarks/ta101,200,genetic,srz,3,50,0.05,5,1247282,9343.680821
data/Benchmarks/ta101,200,genetic,srz,1,50,0.1,5,1247002,9370.857891
data/Benchmarks/ta101,200,genetic,srz,3,50,0.1,2,1251992,9377.105271
data/Benchmarks/ta101,200,genetic,srz,2,50,0.1,2,1250903,9407.169051
data/Benchmarks/ta101,200,genetic,srz,2,50,0.1,3,1252266,9434.699041
data/Benchmarks/ta101,200,genetic,srz,2,50,0.1,5,1251948,9480.010641
data/Benchmarks/ta101,200,genetic,srz,3,50,0.05,3,1252906,9487.011009
data/Benchmarks/ta101,200,genetic,srz,1,50,0.05,3,1249041,9508.987588
data/Benchmarks/ta101,200,genetic,srz,3,50,0.1,3,1250076,9544.013241
data/Benchmarks/ta101,200,genetic,srz,1,50,0.1,2,1251117,9560.262317
data/Benchmarks/ta101,200,genetic,srz,3,50,0.1,5,1247646,9615.818369
data/Benchmarks/ta101,200,genetic,srz,1,50,0.1,3,1251792,9619.783345
data/Benchmarks/ta101,200,genetic,srz,2,50,0.4,5,1247582,9289.763426
data/Benchmarks/ta101,200,genetic,srz,1,50,0.4,2,1251786,9427.599853
data/Benchmarks/ta101,200,genetic,srz,2,50,0.4,3,1252708,9437.345578
data/Benchmarks/ta101,200,genetic,srz,2,50,0.2,5,1251136,9472.051629
data/Benchmarks/ta101,200,genetic,srz,2,50,0.2,2,1250820,9516.987887
data/Benchmarks/ta101,200,genetic,srz,3,50,0.4,5,1248522,9528.865050
data/Benchmarks/ta101,200,genetic,srz,1,50,0.4,3,1254101,9564.176733
data/Benchmarks/ta101,200,genetic,srz,3,50,0.4,3,1250067,9600.359588
data/Benchmarks/ta101,200,genetic,srz,3,50,0.4,2,1249218,9612.120212
data/Benchmarks/ta101,200,genetic,srz,1,50,0.2,5,1246459,9624.323777
data/Benchmarks/ta101,200,genetic,srz,1,50,0.2,3,1251343,9657.226018
data/Benchmarks/ta101,200,genetic,srz,3,50,0.2,5,1249986,9660.942106
data/Benchmarks/ta101,200,genetic,srz,3,50,0.2,3,1247780,9664.537251
data/Benchmarks/ta101,200,genetic,srz,1,50,0.2,2,1249225,9676.528841
data/Benchmarks/ta101,200,genetic,srz,2,50,0.4,2,1251452,9679.467137
data/Benchmarks/ta101,200,genetic,srz,2,50,0.2,3,1250160,9680.985818
data/Benchmarks/ta101,200,genetic,srz,1,50,0.4,5,1247979,9699.958209
data/Benchmarks/ta101,200,genetic,srz,3,50,0.2,2,1252555,9746.082760
data/Benchmarks/ta101,200,genetic,srz,3,100,0.05,3,1248546,9150.954328
data/Benchmarks/ta101,200,genetic,srz,1,100,0.05,5,1245918,10192.797960
data/Benchmarks/ta101,200,genetic,srz,3,100,0.1,5,1251740,10257.252431
data/Benchmarks/ta101,200,genetic,srz,2,100,0.05,5,1248760,10337.324853
data/Benchmarks/ta101,200,genetic,srz,2,100,0.05,2,1248840,10366.850903
data/Benchmarks/ta101,200,genetic,srz,1,100,0.05,2,1252581,10373.825051
data/Benchmarks/ta101,200,genetic,srz,2,100,0.1,3,1246678,10392.230955
data/Benchmarks/ta101,200,genetic,srz,2,100,0.05,3,1248353,10456.519330
data/Benchmarks/ta101,200,genetic,srz,2,100,0.1,5,1247344,10460.019918
data/Benchmarks/ta101,200,genetic,srz,1,100,0.1,3,1249338,10476.023730
data/Benchmarks/ta101,200,genetic,srz,3,100,0.05,2,1247474,10482.358098
data/Benchmarks/ta101,200,genetic,srz,2,100,0.1,2,1252508,10483.146774
data/Benchmarks/ta101,200,genetic,srz,3,100,0.1,3,1249034,10511.942094
data/Benchmarks/ta101,200,genetic,srz,1,100,0.05,3,1249276,10522.714891
data/Benchmarks/ta101,200,genetic,srz,3,100,0.1,2,1250720,10547.852134
data/Benchmarks/ta101,200,genetic,srz,1,100,0.1,5,1246860,10554.974973
data/Benchmarks/ta101,200,genetic,srz,3,100,0.05,5,1247833,10583.753417
data/Benchmarks/ta101,200,genetic,srz,1,100,0.1,2,1249700,10679.778297
data/Benchmarks/ta101,200,genetic,srz,1,100,0.2,5,1247797,9782.943770
data/Benchmarks/ta101,200,genetic,srz,1,100,0.4,2,1249780,10051.223500
data/Benchmarks/ta101,200,genetic,srz,2,100,0.4,5,1247813,10087.186598
data/Benchmarks/ta101,200,genetic,srz,1,100,0.2,2,1249674,10096.219130
data/Benchmarks/ta101,200,genetic,srz,3,100,0.2,3,1250047,10120.536370
data/Benchmarks/ta101,200,genetic,srz,3,100,0.2,5,1248263,10142.576180
data/Benchmarks/ta101,200,genetic,srz,3,100,0.4,3,1247954,10156.107412
data/Benchmarks/ta101,200,genetic,srz,2,100,0.4,3,1249773,10197.879920
data/Benchmarks/ta101,200,genetic,srz,2,100,0.2,5,1250040,10216.625667
data/Benchmarks/ta101,200,genetic,srz,3,100,0.4,5,1249771,10232.916537
data/Benchmarks/ta101,200,genetic,srz,1,100,0.4,5,1248371,10239.132777
data/Benchmarks/ta101,200,genetic,srz,1,100,0.2,3,1251560,10252.292174
data/Benchmarks/ta101,200,genetic,srz,1,100,0.4,3,1250042,10266.271236
data/Benchmarks/ta101,200,genetic,srz,2,100,0.2,3,1246084,10277.016945
data/Benchmarks/ta101,200,genetic,srz,3,100,0.4,2,1252480,10281.635782
data/Benchmarks/ta101,200,genetic,srz,2,100,0.4,2,1250368,10281.974146
