instance,jobs,pivot,neighborhood,init,seed,completion,time
./data/Benchmarks/ta082,100,tabu,insert,srz,7,383413,2725.415474
./data/Benchmarks/ta083,100,tabu,insert,srz,8,380968,2725.238870
./data/Benchmarks/ta085,100,tabu,insert,srz,1,382997,2725.226203
./data/Benchmarks/ta083,100,tabu,insert,srz,9,380968,2725.261365
./data/Benchmarks/ta083,100,tabu,insert,srz,10,380968,2725.260873
./data/Benchmarks/ta083,100,tabu,insert,srz,7,380968,2725.265750
./data/Benchmarks/ta085,100,tabu,insert,srz,4,382997,2725.242226
./data/Benchmarks/ta085,100,tabu,insert,srz,2,382997,2725.247878
./data/Benchmarks/ta085,100,tabu,insert,srz,3,382997,2725.253202
./data/Benchmarks/ta084,100,tabu,insert,srz,3,383207,2725.319838
./data/Benchmarks/ta084,100,tabu,insert,srz,9,383207,2725.328104
./data/Benchmarks/ta084,100,tabu,insert,srz,6,383207,2725.328192
./data/Benchmarks/ta084,100,tabu,insert,srz,10,383207,2725.365074
./data/Benchmarks/ta084,100,tabu,insert,srz,4,383207,2725.382852
./data/Benchmarks/ta084,100,tabu,insert,srz,1,383207,2725.399385
./data/Benchmarks/ta084,100,tabu,insert,srz,8,383207,2725.400683
./data/Benchmarks/ta084,100,tabu,insert,srz,2,383207,2725.401156
./data/Benchmarks/ta084,100,tabu,insert,srz,5,383207,2725.402589
./data/Benchmarks/ta084,100,tabu,insert,srz,7,383207,2725.424989
./data/Benchmarks/ta085,100,tabu,insert,srz,6,382997,2725.199898
./data/Benchmarks/ta085,100,tabu,insert,srz,9,382997,2725.212119
./data/Benchmarks/ta085,100,tabu,insert,srz,8,382997,2725.213853
./data/Benchmarks/ta085,100,tabu,insert,srz,5,382997,2725.220658
./data/Benchmarks/ta085,100,tabu,insert,srz,10,382997,2725.226473
./data/Benchmarks/ta086,100,tabu,insert,srz,8,387937,2725.238042
./data/Benchmarks/ta085,100,tabu,insert,srz,7,382997,2725.254376
./data/Benchmarks/ta086,100,tabu,insert,srz,4,387937,2725.248010
./data/Benchmarks/ta086,100,tabu,insert,srz,3,387937,2725.268423
./data/Benchmarks/ta086,100,tabu,insert,srz,5,387937,2725.283048
./data/Benchmarks/ta086,100,tabu,insert,srz,9,387937,2725.289479
./data/Benchmarks/ta086,100,tabu,insert,srz,10,387937,2725.308240
./data/Benchmarks/ta086,100,tabu,insert,srz,7,387937,2725.326661
./data/Benchmarks/ta086,100,tabu,insert,srz,6,387937,2725.330255
./data/Benchmarks/ta086,100,tabu,insert,srz,1,387937,2725.345186
./data/Benchmarks/ta086,100,tabu,insert,srz,2,387937,2725.350111
./data/Benchmarks/ta087,100,tabu,insert,srz,1,386822,2725.566338
./data/Benchmarks/ta087,100,tabu,insert,srz,2,386822,2725.568476
./data/Benchmarks/ta088,100,tabu,insert,srz,4,394430,2725.368509
./data/Benchmarks/ta088,100,tabu,insert,srz,9,394430,2725.380361
./data/Benchmarks/ta088,100,tabu,insert,srz,6,394430,2725.445248
./data/Benchmarks/ta088,100,tabu,insert,srz,1,394430,2725.455104
./data/Benchmarks/ta088,100,tabu,insert,srz,5,394430,2725.459447
./data/Benchmarks/ta088,100,tabu,insert,srz,3,394430,2725.457996
./data/Benchmarks/ta088,100,tabu,insert,srz,7,394430,2725.462401
./data/Benchmarks/ta088,100,tabu,insert,srz,10,394430,2725.477738
./data/Benchmarks/ta088,100,tabu,insert,srz,2,394430,2725.505310
./data/Benchmarks/ta088,100,tabu,insert,srz,8,394430,2725.509444
./data/Benchmarks/ta087,100,tabu,insert,srz,5,386822,2725.539819
./data/Benchmarks/ta087,100,tabu,insert,srz,6,386822,2725.551354
./data/Benchmarks/ta087,100,tabu,insert,srz,3,386822,2725.565522
./data/Benchmarks/ta087,100,tabu,insert,srz,9,386822,2725.571124
./data/Benchmarks/ta087,100,tabu,insert,srz,7,386822,2725.579348
./data/Benchmarks/ta087,100,tabu,insert,srz,8,386822,2725.588465
./data/Benchmarks/ta087,100,tabu,insert,srz,10,386822,2725.597983
./data/Benchmarks/ta087,100,tabu,insert,srz,4,386822,2725.634227
./data/Benchmarks/ta089,100,tabu,insert,srz,9,385607,2725.321960
./data/Benchmarks/ta089,100,tabu,insert,srz,3,385607,2725.340985
./data/Benchmarks/ta089,100,tabu,insert,srz,2,385607,2725.361087
./data/Benchmarks/ta089,100,tabu,insert,srz,7,385607,2725.360517
./data/Benchmarks/ta089,100,tabu,insert,srz,8,385607,2725.381140
./data/Benchmarks/ta089,100,tabu,insert,srz,1,385607,2725.388731
./data/Benchmarks/ta089,100,tabu,insert,srz,5,385607,2725.406711
./data/Benchmarks/ta089,100,tabu,insert,srz,10,385607,2725.410752
./data/Benchmarks/ta089,100,tabu,insert,srz,4,385607,2725.430335
./data/Benchmarks/ta089,100,tabu,insert,srz,6,385607,2725.431002
./data/Benchmarks/ta090,100,tabu,insert,srz,8,390517,2725.576100
./data/Benchmarks/ta090,100,tabu,insert,srz,1,390517,2725.577623
./data/Benchmarks/ta090,100,tabu,insert,srz,4,390517,2725.595474
./data/Benchmarks/ta090,100,tabu,insert,srz,2,390517,2725.597444
./data/Benchmarks/ta090,100,tabu,insert,srz,7,390517,2725.605824
./data/Benchmarks/ta090,100,tabu,insert,srz,5,390517,2725.637593
./data/Benchmarks/ta090,100,tabu,insert,srz,6,390517,2725.643591
./data/Benchmarks/ta090,100,tabu,insert,srz,3,390517,2725.655229
./data/Benchmarks/ta090,100,tabu,insert,srz,10,390517,2725.582773
./data/Benchmarks/ta090,100,tabu,insert,srz,9,390517,2725.619762
./data/Benchmarks/ta104,200,tabu,insert,srz,1,1270872,9003.602919
./data/Benchmarks/ta104,200,tabu,insert,srz,3,1270872,9003.694199
./data/Benchmarks/ta104,200,tabu,insert,srz,2,1270872,9003.744331
./data/Benchmarks/ta101,200,tabu,insert,srz,1,1256990,9007.099794
./data/Benchmarks/ta101,200,tabu,insert,srz,3,1256990,9007.183616
./data/Benchmarks/ta101,200,tabu,insert,srz,2,1256990,9007.215528
./data/Benchmarks/ta105,200,tabu,insert,srz,2,1252516,9007.381433
./data/Benchmarks/ta105,200,tabu,insert,srz,3,1252516,9007.623336
./data/Benchmarks/ta105,200,tabu,insert,srz,1,1252516,9007.779790
./data/Benchmarks/ta103,200,tabu,insert,srz,1,1296343,9008.161781
./data/Benchmarks/ta103,200,tabu,insert,srz,2,1296343,9008.225315
./data/Benchmarks/ta103,200,tabu,insert,srz,3,1296343,9008.266760
./data/Benchmarks/ta102,200,tabu,insert,srz,3,1273749,9008.792231
./data/Benchmarks/ta102,200,tabu,insert,srz,1,1273749,9008.865150
./data/Benchmarks/ta102,200,tabu,insert,srz,2,1273749,9009.203256
./data/Benchmarks/ta106,200,tabu,insert,srz,1,1257264,9009.785829
./data/Benchmarks/ta110,200,tabu,insert,srz,3,1277271,9003.529508
./data/Benchmarks/ta110,200,tabu,insert,srz,1,1277271,9003.552565
./data/Benchmarks/ta110,200,tabu,insert,srz,2,1277271,9003.730594
./data/Benchmarks/ta109,200,tabu,insert,srz,2,1266292,9005.855287
./data/Benchmarks/ta109,200,tabu,insert,srz,3,1266292,9006.143769
./data/Benchmarks/ta109,200,tabu,insert,srz,1,1266292,9006.167119
./data/Benchmarks/ta108,200,tabu,insert,srz,1,1265297,9007.101775
./data/Benchmarks/ta108,200,tabu,insert,srz,3,1265297,9007.276625
./data/Benchmarks/ta108,200,tabu,insert,srz,2,1265297,9007.287044
./data/Benchmarks/ta106,200,tabu,insert,srz,2,1257264,9008.665868
./data/Benchmarks/ta106,200,tabu,insert,srz,3,1257264,9008.687985
./data/Benchmarks/ta107,200,tabu,insert,srz,1,1268534,9010.598544
./data/Benchmarks/ta107,200,tabu,insert,srz,3,1268534,9010.687217
./data/Benchmarks/ta107,200,tabu,insert,srz,2,1268534,9010.713366
